,brand,description,price,scrape_date,image_path,clothing,material,pattern,fit,style
18,Givenchy,antigona nano textured-leather shoulder bag,850,03-Dec-2020,full/abeb81a8679b8c8d2ca1c0b53474c7cae3fcfe44.jpg,bag,leather,,,
19,Givenchy,antigona nano textured-leather shoulder bag,850,03-Dec-2020,full/6dfefd61f49f138799cc9981f6039631b513be0c.jpg,bag,leather,,,
20,Lauren Manoogian,cashmere-blend coat,1200,03-Dec-2020,full/93b983b5903bda9df739f9eb2562cc2a94615381.jpg,coat,cashmere-blend,,,
21,Lauren Manoogian,cashmere-blend coat,1200,03-Dec-2020,full/0e8dacd2fe776a32f7b421a3ad778ddf500e1adb.jpg,coat,cashmere-blend,,,
22,Gucci,"18-karat white gold, diamond and aquamarine bracelet",4320,03-Dec-2020,full/fb518f7a0686b7423edd098f709debbba47447e0.jpg,bracelet,,,,
23,Gucci,"18-karat white gold, diamond and aquamarine bracelet",4320,03-Dec-2020,full/d4654ca5f4e3417158f1f3b3aa25cf87a080af14.jpg,bracelet,,,,
24,Saloni,jacqui b belted printed silk-georgette midi dress,650,03-Dec-2020,full/bc76ccef389defcd4fc208780bb667b72ca7d32e.jpg,belt,silk-georgette,printed,midi,belted
25,Saloni,jacqui b belted printed silk-georgette midi dress,650,03-Dec-2020,full/bcc6a79b7bed3cc5658d235598e4b56bef844f7d.jpg,belt,silk-georgette,printed,midi,belted
26,Proenza Schouler,cropped cashmere cardigan,810,03-Dec-2020,full/d6429a6e0e8b2c0ce6355d465f74e383231a18d1.jpg,cardigan,cashmere,,,cropped
27,Proenza Schouler,cropped cashmere cardigan,810,03-Dec-2020,full/c2215421cef82f6217dc52ab6973a8f2c5586d48.jpg,cardigan,cashmere,,,cropped
28,rag & bone,nina cropped high-rise flared jeans,220,03-Dec-2020,full/74298b38e99f98be64dfa8f5b502f335dd27932a.jpg,jeans,,,high-rise,cropped
29,rag & bone,nina cropped high-rise flared jeans,220,03-Dec-2020,full/69b1a406a509877a235c2adf73dc0c0d21468e43.jpg,jeans,,,high-rise,cropped
30,Hervé Léger,icon one-shoulder bandage midi dress,810,03-Dec-2020,full/d4da5ccac74ab02254a89cb87ceb99759b5954e4.jpg,dress,,,one-shoulder,
31,Hervé Léger,icon one-shoulder bandage midi dress,810,03-Dec-2020,full/b2adb62984130d682523f0d0c8b50ec1e307b1ff.jpg,dress,,,one-shoulder,
32,Saloni,bernadette cady and embroidered tulle jumpsuit,550,03-Dec-2020,full/3db5ea013d53156bbba2dfd41738d29e03070439.jpg,jumpsuit,tulle,,,embroidered
33,Saloni,bernadette cady and embroidered tulle jumpsuit,550,03-Dec-2020,full/c072622c28374410fa7d2926612db3bc7a083fb8.jpg,jumpsuit,tulle,,,embroidered
34,Hervé Léger,icon fluted bandage dress,615,03-Dec-2020,full/ba16d53ef42316ad4535ed285445a81af112d1f1.jpg,dress,,,,
35,Hervé Léger,icon fluted bandage dress,615,03-Dec-2020,full/d1096ed3fbe43f65e3430a7282352a739bcac2d0.jpg,dress,,,,
36,Spinelli Kilcollin,luna set of four sterling silver and 18-karat gold diamond rings,4050,03-Dec-2020,full/09522001e0b15bb2f200d6a9beac5508b14d52fd.jpg,ring,,,,
37,Spinelli Kilcollin,luna set of four sterling silver and 18-karat gold diamond rings,4050,03-Dec-2020,full/0c488dcdd07801a65ecc8f0600f9d280fd1f3321.jpg,ring,,,,
38,Burberry,oversized cutout argyle wool and cashmere-blend cardigan,750,03-Dec-2020,full/e0ea793d44e45195cdeae0b6c4c92683f41760df.jpg,cardigan,cashmere-blend,,oversized,cutout
39,Burberry,oversized cutout argyle wool and cashmere-blend cardigan,750,03-Dec-2020,full/aa6e7108a00ef4a492db491cd9f583804f491fde.jpg,cardigan,cashmere-blend,,oversized,cutout
40,Spinelli Kilcollin,"petunia set of three sterling silver, rhodium-plated and 18-karat gold diamond rings",3500,03-Dec-2020,full/86625e4dc5e6ad930931079bbea61a054ca651a6.jpg,ring,,,,
41,Spinelli Kilcollin,"petunia set of three sterling silver, rhodium-plated and 18-karat gold diamond rings",3500,03-Dec-2020,full/a6ee5ce25a7ba82c8e08a5f06985676f83d88796.jpg,ring,,,,
42,Brunello Cucinelli,bead-embellished stretch cotton-blend poplin shirt ,850,03-Dec-2020,full/c7f4d860ef73a5df7e455fef0897d7e2e8575ad8.jpg,shirt,poplin,,,embellished
43,Brunello Cucinelli,bead-embellished stretch cotton-blend poplin shirt ,850,03-Dec-2020,full/a4002c0c44cec096fa0653f39bdc1b5c505e5415.jpg,shirt,poplin,,,embellished
44,Givenchy,antigona soft medium croc-effect leather tote,1850,03-Dec-2020,full/2e297481da5c3b6dc2abcca40fc4cf9acef60fba.jpg,tote,leather,,,
45,Givenchy,antigona soft medium croc-effect leather tote,1850,03-Dec-2020,full/cd17da791c76c8700d39d12273c2442cf1981889.jpg,tote,leather,,,
46,Saloni,kirsten embellished velvet skirt,450,03-Dec-2020,full/727d885b65853f9becae38dc32ba4a5b7fab2f97.jpg,skirt,velvet,,,embellished
47,Saloni,kirsten embellished velvet skirt,450,03-Dec-2020,full/eff2413a37d603455b9bee2ab4cb8441cdc08b90.jpg,skirt,velvet,,,embellished
48,Spinelli Kilcollin,cancer deux set of four 18-karat yellow and rose gold and sterling silver diamond rings,4050,03-Dec-2020,full/ee0370b921de1d4ddfe40f7b2b203690da6923b2.jpg,ring,,,,
49,Spinelli Kilcollin,cancer deux set of four 18-karat yellow and rose gold and sterling silver diamond rings,4050,03-Dec-2020,full/2bd8c6d3b9eeef2a97cba3411f2e09c0b511037f.jpg,ring,,,,
50,Hervé Léger,pointelle-trimmed metallic stretch-knit turtleneck gown,1510,03-Dec-2020,full/a28579a02a937a741a5aabe3479b01cca3a29299.jpg,gown,stretch-knit,,,turtleneck
51,Hervé Léger,pointelle-trimmed metallic stretch-knit turtleneck gown,1510,03-Dec-2020,full/0d7ebe79611ae9040ab2b8a6cb22e77fecab1109.jpg,gown,stretch-knit,,,turtleneck
52,BY TERRY,twinkle glow mini to go set,25,03-Dec-2020,full/d80442a4c950c81bd67dfab1a464911ca898098f.jpg,,,,mini,
53,BY TERRY,twinkle glow mini to go set,25,03-Dec-2020,full/27a5c8b10b331fb7ee308eb4ba3355aad8bc5675.jpg,,,,mini,
54,Joseph,branca pussy-bow silk crepe de chine blouse,365,03-Dec-2020,full/db3c699ae7e9d2457a96ecafd189dfefd408e3e0.jpg,blouse,chine,,,pussy-bow
55,Joseph,branca pussy-bow silk crepe de chine blouse,365,03-Dec-2020,full/603e90f6250adcf333fb24bd232a7e672ec81324.jpg,blouse,chine,,,pussy-bow
56,Loewe,balloon medium leather bucket bag,2300,03-Dec-2020,full/51cdfed964264fd78791e9e028f003c738c8a0b9.jpg,bag,leather,,,
57,Loewe,balloon medium leather bucket bag,2300,03-Dec-2020,full/bc63c7d999413e86370d785220567a9cea1ee062.jpg,bag,leather,,,
58,Joseph,swinton asymmetric pleated crepe midi skirt,325,03-Dec-2020,full/33f79bf2248e5dc55fd5f180c169fd0f534d4ab4.jpg,skirt,crepe,,midi,pleated
59,Joseph,swinton asymmetric pleated crepe midi skirt,325,03-Dec-2020,full/fac883889cd348eac4a971977e91ae18210b8397.jpg,skirt,crepe,,midi,pleated
60,Hervé Léger,icon bandage midi dress,650,03-Dec-2020,full/0105b15f2cd04c8c02d886461c541cfc4e1422be.jpg,dress,,,midi,
61,Hervé Léger,icon bandage midi dress,650,03-Dec-2020,full/f61003364fa0dc3e18d126052d2c4eb29e3f7368.jpg,dress,,,midi,
62,Givenchy,antigona nano textured-leather shoulder bag,850,03-Dec-2020,full/c919139ae3b0902109af2eb410f6f886a69ad6db.jpg,bag,leather,,,
63,Givenchy,antigona nano textured-leather shoulder bag,850,03-Dec-2020,full/eb8758a47692f8510210f8cf669c55516c6716a0.jpg,bag,leather,,,
64,FRAME,ruched silk-blend satin shirt ,365,03-Dec-2020,full/b83874cbee709863f3c9e57dfa892de251d28671.jpg,shirt,satin,,,ruched
65,FRAME,ruched silk-blend satin shirt ,365,03-Dec-2020,full/44fd71a66da2e704357fdd6bd6615ec3f6e4560c.jpg,shirt,satin,,,ruched
66,Christian Louboutin,cabarock spiked leather tote,1045,03-Dec-2020,full/d39ac3a8b4b91ebe8409e6ca78142001f8a2456b.jpg,tote,leather,,,
67,Christian Louboutin,cabarock spiked leather tote,1045,03-Dec-2020,full/9f5f46d59f1e5d2c170a6c4a52d60ad398461dc7.jpg,tote,leather,,,
68,Brunello Cucinelli,pleated linen-blend twill wide-leg pants,1050,03-Dec-2020,full/610ddcd206ef5ddb9a069e43067efa77c4ebde87.jpg,pants,linen-blend,twill,,pleated
69,Brunello Cucinelli,pleated linen-blend twill wide-leg pants,1050,03-Dec-2020,full/9f054085b12f9e4dac27c91698bb1016f68da56d.jpg,pants,linen-blend,twill,,pleated
70,BY TERRY,twinkle glow hyaluronic hydra-powder bauble,14,03-Dec-2020,full/957bbf964fc0037bc1030da3be1f1267c3fd8562.jpg,,,,,
71,BY TERRY,twinkle glow hyaluronic hydra-powder bauble,14,03-Dec-2020,full/6e08c042e0e22fe7006b3d00365a95dcfe411640.jpg,,,,,
72,Brunello Cucinelli,double-breasted twill blazer,2390,03-Dec-2020,full/af9e1c37c4e7be4539d9319ff29159bcc6789089.jpg,blazer,,twill,,double-breasted
73,Brunello Cucinelli,double-breasted twill blazer,2390,03-Dec-2020,full/6d6977d26c6114bab0b8792550ea280aef307b6b.jpg,blazer,,twill,,double-breasted
74,Givenchy,bond medium leather-trimmed canvas-jacquard tote ,1290,03-Dec-2020,full/52422471585af8fa3b74a5a347e518c4aba3dc96.jpg,tote,leather-trimmed,,,jacquard
75,Givenchy,bond medium leather-trimmed canvas-jacquard tote ,1290,03-Dec-2020,full/621579cbef5575a4dbb6ed963acefabf8b57de39.jpg,tote,leather-trimmed,,,jacquard
76,Brunello Cucinelli,bead-embellished cotton-blend jersey hoodie,660,03-Dec-2020,full/a47e9bcab1d44b1020b391c4520ddb7789c614d8.jpg,jersey,cotton-blend,,,embellished
77,Brunello Cucinelli,bead-embellished cotton-blend jersey hoodie,660,03-Dec-2020,full/ea94017d69107489c6f1fb0da4383ff849e6ccbb.jpg,jersey,cotton-blend,,,embellished
78,ATP Atelier,doris shearling and suede slides,245,03-Dec-2020,full/05743a3290714389bc86ed244622265f4b09a7ad.jpg,,suede,,,
79,ATP Atelier,doris shearling and suede slides,245,03-Dec-2020,full/c10a0d14b2a6f5fbc9e349dbe67bc634fad66c06.jpg,,suede,,,
80,Brunello Cucinelli,bead-embellished cotton-blend jersey track pants,580,03-Dec-2020,full/dc7ecf88886d8f652872041236990c4a1b0e2571.jpg,jersey,cotton-blend,,,embellished
81,Brunello Cucinelli,bead-embellished cotton-blend jersey track pants,580,03-Dec-2020,full/4e3e36f7722682c016ac6a48a1beea082651bab9.jpg,jersey,cotton-blend,,,embellished
82,Zimmermann,the lovestruck cutout ruffled printed linen halterneck midi dress,775,03-Dec-2020,full/8295d108f02c4aceb23631210540e5f559e3faa3.jpg,dress,linen,printed,midi,halterneck
83,Zimmermann,the lovestruck cutout ruffled printed linen halterneck midi dress,775,03-Dec-2020,full/8c582262c1dbdbb9cfd17079a741d6411976bc25.jpg,dress,linen,printed,midi,halterneck
84,Givenchy,antigona nano textured-leather shoulder bag,850,03-Dec-2020,full/33ca25fa83154db79909dd25193565b850e6c53b.jpg,bag,leather,,,
85,Givenchy,antigona nano textured-leather shoulder bag,850,03-Dec-2020,full/597d2c75a663af10bd974cc7bd11ae67a07cd56d.jpg,bag,leather,,,
86,Zimmermann,riders ruffled tiered floral-print silk-crepon midi dress,1250,03-Dec-2020,full/64b1a5e0f1e7544269f9a90ff23c8a865ffd746b.jpg,dress,silk,floral-print,midi,ruffled
87,Zimmermann,riders ruffled tiered floral-print silk-crepon midi dress,1250,03-Dec-2020,full/18961d2283e65d060f6966f8312595f2c3558a6b.jpg,dress,silk,floral-print,midi,ruffled
88,SKIMS,cozy knit bouclé robe - bone,139,03-Dec-2020,full/1ecf34f1894ec4977ce4d363fa5fa232dc89e640.jpg,,,,,
89,SKIMS,cozy knit bouclé robe - bone,139,03-Dec-2020,full/87a11dbbe3a4936a12243cea4b3d9ccf1eb0f6fa.jpg,,,,,
90,SKIMS,cozy knit bouclé shorts - bone,63,03-Dec-2020,full/cf2f09be7dc170d433f36b560a3b9907a0286ba8.jpg,shorts,,,,
91,SKIMS,cozy knit bouclé shorts - bone,63,03-Dec-2020,full/d992ca59b479daefb43126c9da2e25ba35568568.jpg,shorts,,,,
92,SKIMS,cozy knit bouclé pants - bone,95,03-Dec-2020,full/aa3e84593f0a8ad9a2a7c97072cffdebc8e4a5fb.jpg,pants,,,,
93,SKIMS,cozy knit bouclé pants - bone,95,03-Dec-2020,full/cc8fe922f52353e5fd4172d9518fc483c2915809.jpg,pants,,,,
94,Brunello Cucinelli,bead-embellished cashmere sweater,1180,03-Dec-2020,full/00df152f002423c7fb4308f5837d2b1e3899ce64.jpg,sweater,cashmere,,,embellished
95,Brunello Cucinelli,bead-embellished cashmere sweater,1180,03-Dec-2020,full/5b9417480aa5f3e36668de0f575196be62856bcd.jpg,sweater,cashmere,,,embellished
96,Brunello Cucinelli,paneled twill maxi skirt ,940,03-Dec-2020,full/4af6e24b505d2cf253452c3408661654591d3070.jpg,skirt,,twill,maxi,paneled
97,Brunello Cucinelli,paneled twill maxi skirt ,940,03-Dec-2020,full/2a780a39f9246c5d0931a34efbde3b52f03fd689.jpg,skirt,,twill,maxi,paneled
98,Brunello Cucinelli,cashmere-blend turtleneck sweater,920,03-Dec-2020,full/f8dc3a434addd7f7a089fc6459bd0d39d0b8af61.jpg,sweater,cashmere-blend,,,turtleneck
99,Brunello Cucinelli,cashmere-blend turtleneck sweater,920,03-Dec-2020,full/575938bf0139072016883103657bc7fff796567d.jpg,sweater,cashmere-blend,,,turtleneck
100,ATP Atelier,doris shearling and suede slides,245,03-Dec-2020,full/cc3446b1e26e36a1bd512400886b1c238c2d700b.jpg,,suede,,,
101,ATP Atelier,doris shearling and suede slides,245,03-Dec-2020,full/4b19aec02c7a6c2cea3ba80c7cdc08214d2e2421.jpg,,suede,,,
102,Lauren Manoogian,belted knitted cardigan,490,03-Dec-2020,full/c7fc6ee41a8baddbd134a43eeab7eb98306bf0a9.jpg,cardigan,,,,belted
103,Lauren Manoogian,belted knitted cardigan,490,03-Dec-2020,full/ff5e80bae1cb8f5775996dcfd35c55f9b4f29cf7.jpg,cardigan,,,,belted
104,ATP Atelier,doris shearling and suede slides,245,03-Dec-2020,full/9ba9caa046655109ae699ebd5c4d6c1343309f5f.jpg,,suede,,,
105,ATP Atelier,doris shearling and suede slides,245,03-Dec-2020,full/280609c5096389ec4f35f7d8d2a156977c8ae050.jpg,,suede,,,
106,Sleeper,feather-trimmed gingham crepe de chine pajama set,220,03-Dec-2020,full/bd57d7c6e8f648e17a73e9a00dc2c9788cc80e04.jpg,,chine,,,
107,Sleeper,feather-trimmed gingham crepe de chine pajama set,220,03-Dec-2020,full/5d84a82a5c24db18e520d14cedf29e16f77097bc.jpg,,chine,,,
108,Sleeper,feather-trimmed crepe de chine pajama set,220,03-Dec-2020,full/d14cb1a9f68fcdbc1cb66ffbcba21f5473eb85c8.jpg,,chine,,,
109,Sleeper,feather-trimmed crepe de chine pajama set,220,03-Dec-2020,full/3501a739b6d4884a720ac95fa418ab306d552883.jpg,,chine,,,
110,Sleeper,feather-trimmed crepe de chine pajama set,245,03-Dec-2020,full/1dab0c5196d09f5c5b8ea906204d8d5e7ca9ed6e.jpg,,chine,,,
111,Sleeper,feather-trimmed crepe de chine pajama set,245,03-Dec-2020,full/fdb5d2f2efead764f658e0e1b173d6f33d2f7613.jpg,,chine,,,
112,Balmain,cropped gingham jacquard-knit top,775,03-Dec-2020,full/f7d71946a6aced0ec3be294aad79b21ecba574a5.jpg,top,,,,cropped
113,Balmain,cropped gingham jacquard-knit top,775,03-Dec-2020,full/bd373c824516b516973495301018e992188b98d3.jpg,top,,,,cropped
114,Jennifer Meyer,flower 18-karat gold diamond ring,580,03-Dec-2020,full/3ada5b1efe8b8bf3ced703d112eaa950e4c9c4c6.jpg,ring,,,,
115,Jennifer Meyer,flower 18-karat gold diamond ring,580,03-Dec-2020,full/406271c95c66fb50e94fe2c0a4f0c151c5903132.jpg,ring,,,,
116,Balmain,gingham jacquard-knit mini skirt,875,03-Dec-2020,full/af25ce83743332c66c7d74603a490214adb8106f.jpg,skirt,,,mini,jacquard
117,Balmain,gingham jacquard-knit mini skirt,875,03-Dec-2020,full/051f4f9b09a8e7d35cbe0fbd9b2b70473724c674.jpg,skirt,,,mini,jacquard
118,Balmain,button-embellished ribbed-knit turtleneck sweater,975,03-Dec-2020,full/6a08a64fe4151aad38edb0740c209d32b349e5b5.jpg,sweater,,,,turtleneck
119,Balmain,button-embellished ribbed-knit turtleneck sweater,975,03-Dec-2020,full/4addcd22e913b7ae74bb320643271a965996787e.jpg,sweater,,,,turtleneck
