,brand,description,price,scrape_date,image_path,clothing,material,pattern,fit,style
43,SAINT LAURENT,court classic logo-embroidered leather sneakers,440,30-Dec-2020,full/019b6c0b9fb378574610b61652f578cbf2dc2f90.jpg,sneakers,leather,,,embroidered
44,GRLFRND,devon high-rise straight-leg jeans,235,30-Dec-2020,full/63aa4ed7bfffb0c0a65b0da8273451f2ad7cbc84.jpg,jeans,,,high-rise,
45,GRLFRND,devon high-rise straight-leg jeans,235,30-Dec-2020,full/40f2037f66b26ae70e9043173e7b3df8f5dbf338.jpg,jeans,,,high-rise,
46,Gucci,padlock leather and printed coated-canvas shoulder bag,1320,30-Dec-2020,full/27265bb65baa37c18119de496438232a110e720e.jpg,coat,leather,printed,,
47,Gucci,padlock leather and printed coated-canvas shoulder bag,1320,30-Dec-2020,full/39ac5eca4afe457f1ec19286db8832026090a313.jpg,coat,leather,printed,,
48,ANNA QUAN,amalia ribbed cotton turtleneck midi dress,405,30-Dec-2020,full/6e1174c0e74741e9581dd819c4e3f5f1c5dee90a.jpg,dress,cotton,,midi,turtleneck
49,ANNA QUAN,amalia ribbed cotton turtleneck midi dress,405,30-Dec-2020,full/224bc4fa889b04de5405df5dd6b1686388b555a6.jpg,dress,cotton,,midi,turtleneck
50,Christian Louboutin,kate 100 leather pumps,565,30-Dec-2020,full/925a326507f6fe1949c1921ebd1ff761279449d3.jpg,pumps,leather,,,
51,Christian Louboutin,kate 100 leather pumps,565,30-Dec-2020,full/315ecf9c4398967559b1fe968942f98221ccd3c0.jpg,pumps,leather,,,
52,Balmain,cropped jacquard-knit turtleneck top,1095,30-Dec-2020,full/a65f7d81ac14cb981738d256f67b2f5c5dd57300.jpg,top,,,,turtleneck
53,Balmain,cropped jacquard-knit turtleneck top,1095,30-Dec-2020,full/af93178fab361e1ecf63f6cefe23cae03f13478b.jpg,top,,,,turtleneck
54,Bottega Veneta,cassette intrecciato leather shoulder bag,1605,30-Dec-2020,full/562bffd6ccba369070a75dd982c6073b980820e4.jpg,bag,leather,,,
55,Bottega Veneta,cassette intrecciato leather shoulder bag,1605,30-Dec-2020,full/80037f1f1466f796a3e225a83908a063c08b9ee4.jpg,bag,leather,,,
56,Balmain,jacquard-knit shorts,875,30-Dec-2020,full/e62cdaf2269afdb81759a4d652f10638cee734d8.jpg,shorts,,,,jacquard
57,Balmain,jacquard-knit shorts,875,30-Dec-2020,full/88a92b362612aa0b7da4dcbc90cc182102d96e86.jpg,shorts,,,,jacquard
58,Dolce & Gabbana,beatrice leather-trimmed jacquard-knit tote ,3850,30-Dec-2020,full/553be8ed34ca02fff558c48e6db92070e71d417b.jpg,tote,leather-trimmed,,,jacquard
59,Dolce & Gabbana,beatrice leather-trimmed jacquard-knit tote ,3850,30-Dec-2020,full/1e7d25ca2a1398325c5ac5583f69519ddf841591.jpg,tote,leather-trimmed,,,jacquard
60,The Row,kriza strapless stretch-jersey top,540,30-Dec-2020,full/24802fc85f58ab3465c65cebc30f2cae1b4def74.jpg,jersey,,,,stretch-jersey
61,The Row,kriza strapless stretch-jersey top,540,30-Dec-2020,full/656a3d91e55a9ffeff2f58dbbdd21c621e56cccc.jpg,jersey,,,,stretch-jersey
62,The Row,leather knee boots,2250,30-Dec-2020,full/9e3774241f06a6008efb19a0a1f0162dc7cd35b3.jpg,boots,leather,,,
63,The Row,leather knee boots,2250,30-Dec-2020,full/8d59cfbfe1ad20dd2af4120a35471dac055ad075.jpg,boots,leather,,,
64,JW Anderson,wing draped merino wool cardigan,385,30-Dec-2020,full/c66f1bb50cf653d8e7ccb1451d678bef602f81f1.jpg,cardigan,merino,,,draped
65,JW Anderson,wing draped merino wool cardigan,385,30-Dec-2020,full/fa93a26df62286ffbc771a24d21488c791eb50e3.jpg,cardigan,merino,,,draped
66,Loewe,"ballet runner shell, suede and leather sneakers",450,30-Dec-2020,full/48ae1a50caa98950f284fc03e712e33d453d3603.jpg,sneakers,shell,,,
67,Loewe,"ballet runner shell, suede and leather sneakers",450,30-Dec-2020,full/f0f0c7ac56e4ea2e44929492fcbbd9d9876ea27d.jpg,sneakers,shell,,,
68,GAUGE81,chipata snake-effect faux leather flared pants,310,30-Dec-2020,full/ccac2c1d1b557d7a9b15fe8923b17ae995e1b43e.jpg,pants,leather,,,
69,GAUGE81,chipata snake-effect faux leather flared pants,310,30-Dec-2020,full/dbfec15afabdc50d89e8227724a3bca2bb0ad568.jpg,pants,leather,,,
70,Sophie Bille Brahe,babylon elipse 14-karat gold pearl hoop earring,575,30-Dec-2020,full/47be3ac1b3fdeb80b72ed45f33bff3b6b6f87c57.jpg,ring,,,,
71,Sophie Bille Brahe,babylon elipse 14-karat gold pearl hoop earring,575,30-Dec-2020,full/a524693ecf3eae35120c9f87b217dca9a11dfb8d.jpg,ring,,,,
72,Dundas,cutout sequined tulle mini dress,1290,30-Dec-2020,full/fc4fa366dbff5a532834de1844811517b2d2ee28.jpg,dress,tulle,,mini,cutout
73,Dundas,cutout sequined tulle mini dress,1290,30-Dec-2020,full/8816655a1da09329e417bd4aef06e293717d3f48.jpg,dress,tulle,,mini,cutout
74,Giuseppe Zanotti,crystal-embellished satin mules,675,30-Dec-2020,full/840bac9b1f2877333d4a60ffffd0fd8ecfd17d04.jpg,,satin,,,crystal-embellished
75,Giuseppe Zanotti,crystal-embellished satin mules,675,30-Dec-2020,full/4b6642334164ed57a7443c155026da6615f3fd30.jpg,,satin,,,crystal-embellished
76,Chloé,ruffled ribbed wool and cashmere-blend sweater,715,30-Dec-2020,full/03ff56e58f90fa4fe4667f6f9ddc167b76d96e8b.jpg,sweater,cashmere-blend,,,ribbed
77,Chloé,ruffled ribbed wool and cashmere-blend sweater,715,30-Dec-2020,full/65730851e21a758b3fce2698710c3802d7b1d27e.jpg,sweater,cashmere-blend,,,ribbed
78,Bottega Veneta,arco medium intrecciato leather tote,1755,30-Dec-2020,full/209996e05cbb31290e5a12c3cb5270ab564ce335.jpg,tote,leather,,,
79,Bottega Veneta,arco medium intrecciato leather tote,1755,30-Dec-2020,full/9aa543aab5ca8146e5c2211b9839712adeef6137.jpg,tote,leather,,,
80,JW Anderson,belted asymmetric pleated crepe and wool midi skirt,680,30-Dec-2020,full/026557243fc59b93af61244c45d1082810bab2b0.jpg,belt,crepe,,midi,pleated
81,JW Anderson,belted asymmetric pleated crepe and wool midi skirt,680,30-Dec-2020,full/7fd5f5e3d176f471cde2d4df5f23d18f300762e7.jpg,belt,crepe,,midi,pleated
82,Balenciaga,hourglass croc-effect leather tote,1500,30-Dec-2020,full/0cebadd554138bc12f541ab137fc5ffc0748d0be.jpg,tote,leather,,,
83,Balenciaga,hourglass croc-effect leather tote,1500,30-Dec-2020,full/3079e118e1a686544675a5f6cd34f0d8f982950a.jpg,tote,leather,,,
84,JW Anderson,asymmetric pompom-embellished metallic floral-jacquard dress,750,30-Dec-2020,full/6862482e9cf2e4ed408bc4cfd34c5922897330ca.jpg,dress,,floral,,metallic
85,JW Anderson,asymmetric pompom-embellished metallic floral-jacquard dress,750,30-Dec-2020,full/f70e37e487408e507f5ef7e1129f69c9778370d1.jpg,dress,,floral,,metallic
86,Givenchy,logo-print rubber slides,195,30-Dec-2020,full/951952aedc902bfd563ca9e9dc9db5923236522e.jpg,,,,,logo
87,Givenchy,logo-print rubber slides,195,30-Dec-2020,full/db6ed966c108dc11eebc1bdb838801dbab12138d.jpg,,,,,logo
88,Fendi,gathered metallic knitted camisole,720,30-Dec-2020,full/0aef71ccbd3c225725dc873644d423ff77932995.jpg,,,,,metallic
89,Fendi,gathered metallic knitted camisole,720,30-Dec-2020,full/25e7d575a0e4800ad9293e3a1d011299d63e69da.jpg,,,,,metallic
90,Dolce & Gabbana,crystal-embellished leather-trimmed satin tote,2650,30-Dec-2020,full/4ec4e10c6f8403c60e82dfc13d4e1c91edfd6799.jpg,tote,leather-trimmed,,,crystal-embellished
91,Dolce & Gabbana,crystal-embellished leather-trimmed satin tote,2650,30-Dec-2020,full/c95244bbe88c32cebb4dd4c2f572a9183ac834fa.jpg,tote,leather-trimmed,,,crystal-embellished
92,Valentino,embellished lamé midi skirt,1100,30-Dec-2020,full/2e1cd3a17f1c96924c01de954de06a89654bd47a.jpg,skirt,,,midi,embellished
93,Valentino,embellished lamé midi skirt,1100,30-Dec-2020,full/c7d58a485b1368f13b3a6b8f2c63b674ad64ae82.jpg,skirt,,,midi,embellished
94,Diane Kordas,"18-karat rose gold, diamond, tsavorite and enamel ring",4775,30-Dec-2020,full/5a9611a33d4040629f0697d534809f686edb1200.jpg,ring,,,,
95,Diane Kordas,"18-karat rose gold, diamond, tsavorite and enamel ring",4775,30-Dec-2020,full/f05aa026fc991ad21311dbf3a724e9ad48f05573.jpg,ring,,,,
96,Versace,paneled leather mini dress,2570,30-Dec-2020,full/26c3e40baaf6885c21bf50cea3eccdfc10cfb380.jpg,dress,leather,,mini,paneled
97,Versace,paneled leather mini dress,2570,30-Dec-2020,full/3ec57570583ae1d508958ef80dafd380dacbf007.jpg,dress,leather,,mini,paneled
98,Diane Kordas,"rainbow 18-karat rose gold, sapphire and amethyst hoop earrings",4100,30-Dec-2020,full/e9432ba2c86d79cbfe8efc2be95da9e0cf4c9af9.jpg,ring,,,,
99,Diane Kordas,"rainbow 18-karat rose gold, sapphire and amethyst hoop earrings",4100,30-Dec-2020,full/cc3419816841c1f4dd015599a84a429579ab566e.jpg,ring,,,,
100,Chloé,ruffled lace-trimmed embroidered silk blouse,940,30-Dec-2020,full/5523c7900ef24831beaa8af01907cde79ef82a5f.jpg,blouse,lace,,,embroidered
101,Chloé,ruffled lace-trimmed embroidered silk blouse,940,30-Dec-2020,full/81c252fd09332a350c1a3973f20e9f2a21081973.jpg,blouse,lace,,,embroidered
102,Loewe,anagram textured-leather belt,275,30-Dec-2020,full/a82d27e6d9013b422c2475ca076d6c4aa35adc91.jpg,belt,leather,,,
103,Loewe,anagram textured-leather belt,275,30-Dec-2020,full/5efc0580d38b1a6333e13de3efbbb3fcbe32d90d.jpg,belt,leather,,,
104,Balmain,pleated sequined crepe shorts,1250,30-Dec-2020,full/a15cf92618e809d4ce3b3422854f585b65ff95c8.jpg,shorts,crepe,,,pleated
105,Balmain,pleated sequined crepe shorts,1250,30-Dec-2020,full/ad85c4463383ce226a0582338849f672fc0855fd.jpg,shorts,crepe,,,pleated
106,Bottega Veneta,silver necklace,2655,30-Dec-2020,full/65fb66ea5c45d4298de4d1f87265f384e9943b68.jpg,necklace,lace,,,
107,Bottega Veneta,silver necklace,2655,30-Dec-2020,full/41e4a90646d61927b935c3ed85605a9eb61ce25f.jpg,necklace,lace,,,
108,Loro Piana,roaden leather-trimmed cashmere coat,5440,30-Dec-2020,full/b986fbf02cec06473cf346f7ef398d8c1f1d1a18.jpg,coat,leather-trimmed,,,
109,Loro Piana,roaden leather-trimmed cashmere coat,5440,30-Dec-2020,full/432ca2af070d63306411102180d85418323fc7e8.jpg,coat,leather-trimmed,,,
110,Alexander Wang,parker lug glossed textured-leather knee boots ,870,30-Dec-2020,full/882d2eb5cac382bd0a5816ab9d076ba025a2326c.jpg,boots,leather,,,
111,Alexander Wang,parker lug glossed textured-leather knee boots ,870,30-Dec-2020,full/83f0c7f291bb63fadb9a43a6cc4a68fac47b1110.jpg,boots,leather,,,
112,Chloé,tie-neck pinstriped cotton-poplin blouse,565,30-Dec-2020,full/05e45d0456f8a2198c9e63d8f4a45f998edc4eac.jpg,blouse,poplin,striped,,
113,Chloé,tie-neck pinstriped cotton-poplin blouse,565,30-Dec-2020,full/ab15543437b6a7b489410f5b7d7462469d21e5ff.jpg,blouse,poplin,striped,,
114,Givenchy,cat-eye silver- and gold-tone and tortoiseshell acetate sunglasses,285,30-Dec-2020,full/c0086d030e1d13de9febf7cda083071c41029d6c.jpg,sunglasses,shell,,,
115,Givenchy,cat-eye silver- and gold-tone and tortoiseshell acetate sunglasses,285,30-Dec-2020,full/6ea87a8137b1712cf89f596485c59829488c8ee8.jpg,sunglasses,shell,,,
116,Max Mara,leisure alessio washed-satin midi skirt,160,30-Dec-2020,full/12c93b6318e82cbd810c5aab19135dda3a9fc10b.jpg,skirt,satin,,midi,
117,Max Mara,leisure alessio washed-satin midi skirt,160,30-Dec-2020,full/672d20aabbc2474f4d9b43985c5b3c56c3345c5a.jpg,skirt,satin,,midi,
118,Balenciaga,neo classic city mini textured-leather tote,1360,30-Dec-2020,full/9aa7de2b30ca87723a38ad1395f97d99101d2888.jpg,tote,leather,,mini,
119,Balenciaga,neo classic city mini textured-leather tote,1360,30-Dec-2020,full/6dc92078866d2d9f764966e2b38b6b52d9382124.jpg,tote,leather,,mini,
