,brand,description,price,scrape_date,image_path,clothing,material,pattern,fit,style
0,Bottega Veneta,belted shearling coat,6165,30-Nov-2020,full/40b53115ef98af9b1c59bc4de48280d1bd8db41a.jpg,coat,,,,belted
1,Bottega Veneta,belted shearling coat,6165,30-Nov-2020,full/03bca4dd234e3c80dfb556f5774d88abd6f5952f.jpg,coat,,,,belted
2,Bottega Veneta,ribbed wool-blend mini dress,1710,30-Nov-2020,full/e0e44bee0227fcbfbe6c2ceef760aa0039e752bc.jpg,dress,wool-blend,,mini,ribbed
3,Bottega Veneta,ribbed wool-blend mini dress,1710,30-Nov-2020,full/01734264fe3b38e8f114ceec8a02e04187aacc59.jpg,dress,wool-blend,,mini,ribbed
4,Bottega Veneta,leather wide-leg pants,3130,30-Nov-2020,full/1cdfda2bfd9e7f30a599cee48e1e19f48e72e007.jpg,pants,leather,,,
5,Bottega Veneta,leather wide-leg pants,3130,30-Nov-2020,full/d1f3ccf871ae8260a4bd01cdc5ff3b7211004bab.jpg,pants,leather,,,
6,Brock Collection,belted cable-knit cashmere cardigan,1178,30-Nov-2020,full/13a4d626d444f13a8da33c370928149a3ffd1866.jpg,cardigan,cable-knit,,,belted
7,Brock Collection,belted cable-knit cashmere cardigan,1178,30-Nov-2020,full/806ba9298c6084918a0c3c5835b650b9fe08587d.jpg,cardigan,cable-knit,,,belted
8,SAINT LAURENT,paris leather shoulder bag,660,30-Nov-2020,full/db84c01e3959fdfdba4e3d9f8423b694695620da.jpg,bag,leather,,,
9,SAINT LAURENT,paris leather shoulder bag,660,30-Nov-2020,full/de564998218136b737cd7c9b9639f7e3d07bbce9.jpg,bag,leather,,,
10,Brock Collection,cable-knit cashmere midi skirt,974,30-Nov-2020,full/c717bd8e409f85ab085318a6384645832fcebcd8.jpg,skirt,cable-knit,,midi,
11,Brock Collection,cable-knit cashmere midi skirt,974,30-Nov-2020,full/1630e66dc9ce0bd569aa84469786ac406ed28348.jpg,skirt,cable-knit,,midi,
12,NARS,lips unwrapped advent calendar,175,30-Nov-2020,full/fc46f9a1ee0679ee98c5017d11e42efd7ea5ba4e.jpg,,,,,wrap
13,NARS,lips unwrapped advent calendar,175,30-Nov-2020,full/2a98228b56d46c90c9a2360d556e648e21b09cf2.jpg,,,,,wrap
14,Magda Butrym,pussy-bow zebra-print silk-satin maxi dress,1455,30-Nov-2020,full/135aca174e3599fbdd0f0756515a2f3d00a4b58e.jpg,bra,satin,,maxi,pussy-bow
15,Magda Butrym,pussy-bow zebra-print silk-satin maxi dress,1455,30-Nov-2020,full/03a5afe533f7aa6596191f231668acb131d5a9d7.jpg,bra,satin,,maxi,pussy-bow
16,SAINT LAURENT,monogram quilted textured-leather pouch,405,30-Nov-2020,full/7232a491e45c3c55dae40bb640831728f45d0189.jpg,,leather,,,
17,SAINT LAURENT,monogram quilted textured-leather pouch,405,30-Nov-2020,full/448c730a773919e7d5edd4adbf06e818325cc387.jpg,,leather,,,
18,Alexander McQueen,belted leather midi dress,2990,30-Nov-2020,full/2dfdb84963f99c8059a896572333d84eefc85175.jpg,belt,leather,,midi,belted
19,Alexander McQueen,belted leather midi dress,2990,30-Nov-2020,full/0d1b9b3c7f3c601f2f372ebfcd6da597b5495fcc.jpg,belt,leather,,midi,belted
