,brand,description,price,scrape_date,image_path,clothing,material,pattern,fit,style
16,GANNI,plissé-georgette flared pants,125,24-Dec-2020,full/f28c8448e5da88f99d731c7fc7f7b42ef3ea3e5e.jpg,pants,georgette,,,
17,GANNI,plissé-georgette flared pants,125,24-Dec-2020,full/0a7511e498e8662bdd165a5dcddfcd761af35070.jpg,pants,georgette,,,
18,Bottega Veneta,triangle medium leather tote,2370,24-Dec-2020,full/7511cfadbc64be13d56a2a32ab95d768bc4c91c4.jpg,tote,leather,,,
19,Bottega Veneta,triangle medium leather tote,2370,24-Dec-2020,full/01c49d169dca8663f34a3cfa07a00d0c2056a731.jpg,tote,leather,,,
20,Gucci,horsebit-detailed wool-blend felt coat,2200,24-Dec-2020,full/cfb9e589356cfd60a6bed425602437f51723de47.jpg,coat,felt,,,
21,Gucci,horsebit-detailed wool-blend felt coat,2200,24-Dec-2020,full/d7a5de68d039998f8e0bd1562eea527ec22ee7f7.jpg,coat,felt,,,
22,JW Anderson,chain-embellished suede slippers,495,24-Dec-2020,full/96a1b78a1ecbd21628a639529a2e8817eea6bb0c.jpg,chain,suede,,,embellished
23,JW Anderson,chain-embellished suede slippers,495,24-Dec-2020,full/0a1cc0fdd40932037fa21cdc3e5f104f4418fb70.jpg,chain,suede,,,embellished
24,Chloé,aviator hooded suede-trimmed shearling jacket,3980,24-Dec-2020,full/aaff2a84e6b8242731c60128e45306e7a389c36a.jpg,hooded,suede,,,
25,Chloé,aviator hooded suede-trimmed shearling jacket,3980,24-Dec-2020,full/d6e6afe54542fc431e410387a990b189bd5bdf26.jpg,hooded,suede,,,
26,Bottega Veneta,the small bulb gathered intrecciato leather shoulder bag,1375,24-Dec-2020,full/5446214b99632efb970def551a5e7d09d331fe4c.jpg,bag,leather,,,gathered
27,Bottega Veneta,the small bulb gathered intrecciato leather shoulder bag,1375,24-Dec-2020,full/77c209d0e33f1a7403d3ab484dc0d66feafef870.jpg,bag,leather,,,gathered
28,Khaite,isabella high-rise straight-leg jeans,330,24-Dec-2020,full/975d28d5db14fd75523249cbc883722992a98063.jpg,jeans,,,high-rise,
29,Khaite,isabella high-rise straight-leg jeans,330,24-Dec-2020,full/97e355253ae605e5e909253c3eceeb6e14c33dda.jpg,jeans,,,high-rise,
30,Jacquie Aiche,14-karat gold diamond ring,2885,24-Dec-2020,full/d0acd2620acc2df3636f6601a2dcf12d71370a95.jpg,ring,,,,
31,Jacquie Aiche,14-karat gold diamond ring,2885,24-Dec-2020,full/1925d9cd6e1c650e1402175947a2fe11274b28c5.jpg,ring,,,,
32,Alexander McQueen,ribbed wool peplum cardigan,1190,24-Dec-2020,full/032f1a202825cc203246331699bdab56f76326f4.jpg,cardigan,wool,,,ribbed
33,Alexander McQueen,ribbed wool peplum cardigan,1190,24-Dec-2020,full/565e4a6708c2492f23d977b0a278a3eb4b5d3f02.jpg,cardigan,wool,,,ribbed
34,Golden Goose,"sabot glittered distressed leather, suede and shearling slip-on sneakers",420,24-Dec-2020,full/cd3d98450b50de88a32d387b0ddd7a3649c88749.jpg,sneakers,suede,,,distressed
35,Golden Goose,"sabot glittered distressed leather, suede and shearling slip-on sneakers",420,24-Dec-2020,full/619f4a678c8b479487257ac63bc7124a0539f9fd.jpg,sneakers,suede,,,distressed
36,Rodarte,cropped sequined tulle top,1340,24-Dec-2020,full/a8544741c46d99d7300d95f3e0adc768bb88a951.jpg,top,tulle,,,cropped
37,Rodarte,cropped sequined tulle top,1340,24-Dec-2020,full/8403db811f5f697917f5f8a12318f6ca10d94c52.jpg,top,tulle,,,cropped
38,Melissa Kaye,"ada 18-karat gold, diamond and enamel earrings",5565,24-Dec-2020,full/7397e05bde43d04bf92b7b632ff7ad091fe1828e.jpg,ring,,,,
39,Melissa Kaye,"ada 18-karat gold, diamond and enamel earrings",5565,24-Dec-2020,full/c24d54b312720ce9a0e620312e59c9322856b8b4.jpg,ring,,,,
40,Rodarte,brocade-trimmed sequined tulle straight-leg pants,1720,24-Dec-2020,full/5265478721c39d6339dedd6d1ee3b8ac401883e7.jpg,pants,tulle,,,
41,Rodarte,brocade-trimmed sequined tulle straight-leg pants,1720,24-Dec-2020,full/c2400af97fe78baec91ef2b76b0ffbcedee96d0a.jpg,pants,tulle,,,
42,Suzanne Kalan,18-karat gold multi-stone cuff,7505,24-Dec-2020,full/fa3446979a0aff411a800ca97f05647d2f23b8e4.jpg,,,,,
43,Suzanne Kalan,18-karat gold multi-stone cuff,7505,24-Dec-2020,full/9ae7154a9edc2a0770efdb2692537ec40d96d56d.jpg,,,,,
44,Alexander McQueen,asymmetric cable-knit wool and cashmere-blend turtleneck sweater,790,24-Dec-2020,full/f31ce72096b260750cc511044aaaa8fb07cf75a0.jpg,sweater,cable-knit,,,turtleneck
45,Alexander McQueen,asymmetric cable-knit wool and cashmere-blend turtleneck sweater,790,24-Dec-2020,full/0e7af5713380851ba2de6bbb34d8b03046e0d424.jpg,sweater,cable-knit,,,turtleneck
46,Loewe,obi leather waist belt,725,24-Dec-2020,full/1767cc2248d9b80a144ed9161999cd23c3419114.jpg,belt,leather,,,
47,Loewe,obi leather waist belt,725,24-Dec-2020,full/71b1e342e5a2493c6ef0557e20eb37e49279a735.jpg,belt,leather,,,
48,Bottega Veneta,ribbed silk shirt,1170,24-Dec-2020,full/10fc1edec952dcad39cd9f82e5f565417638c3e9.jpg,shirt,silk,,,ribbed
49,Bottega Veneta,ribbed silk shirt,1170,24-Dec-2020,full/594de993619e10ade42b2f2169aa1361d82604b6.jpg,shirt,silk,,,ribbed
50,Loewe,cushion small leather-trimmed felt tote,850,24-Dec-2020,full/ab5fe7781fe2fd89d6abd753ce698fa7ae2e2cad.jpg,tote,felt,,,
51,Loewe,cushion small leather-trimmed felt tote,850,24-Dec-2020,full/e79be0ae5df69d2f85189709dbad095121a49604.jpg,tote,felt,,,
52,Khaite,isabella high-rise straight-leg jeans,330,24-Dec-2020,full/029d4b44bd0854c0891f8659bf17063cc0a0ddff.jpg,jeans,,,high-rise,
53,Khaite,isabella high-rise straight-leg jeans,330,24-Dec-2020,full/29ae211ab3f7b1ed1c0a38d674d0013615d6bdd7.jpg,jeans,,,high-rise,
54,Bottega Veneta,cassette padded intrecciato leather shoulder bag,2090,24-Dec-2020,full/a8ccd7224ea5af654feb0e79520eaae993d3714f.jpg,bag,leather,,,
55,Bottega Veneta,cassette padded intrecciato leather shoulder bag,2090,24-Dec-2020,full/be071b16e81bc054f6635bb26ccf772642f9fe70.jpg,bag,leather,,,
56,Balenciaga,metallic ribbed-knit turtleneck midi dress,1150,24-Dec-2020,full/ae4eca78fd104a09f7efde612de7da26b063855a.jpg,dress,,,midi,turtleneck
57,Balenciaga,metallic ribbed-knit turtleneck midi dress,1150,24-Dec-2020,full/13f1ffc2894392ab2ca53b2864faf1c597a07eaf.jpg,dress,,,midi,turtleneck
58,Bottega Veneta,studded leather sandals,655,24-Dec-2020,full/f7864288cc99018f88ae67324bc601fb7ff5b57d.jpg,sandals,leather,,,
59,Bottega Veneta,studded leather sandals,655,24-Dec-2020,full/d0dfc411632f54262c15d139cb16dd2568d93de6.jpg,sandals,leather,,,
60,Totême,alpaca-blend cardigan,330,24-Dec-2020,full/997d67b1ce2928681d592c393812632285bd22a0.jpg,cardigan,,,,
61,Totême,alpaca-blend cardigan,330,24-Dec-2020,full/5a6db118bfc486210d1c45bc6b645dc3f14649c9.jpg,cardigan,,,,
62,René Caovilla,crystal-embellished leather sandals,790,24-Dec-2020,full/f2dc1c5b7762285e435d88637ec67086b8d5b957.jpg,sandals,leather,,,crystal-embellished
63,René Caovilla,crystal-embellished leather sandals,790,24-Dec-2020,full/7657cf479abb6f70b9c6901e5a0b1fb50a3a02dc.jpg,sandals,leather,,,crystal-embellished
64,The Attico,neon snake-effect leather wrap mini skirt,1135,24-Dec-2020,full/7c1c5d7697410468e447e513f444f2c7be163344.jpg,skirt,leather,,mini,wrap
65,The Attico,neon snake-effect leather wrap mini skirt,1135,24-Dec-2020,full/7608f4940f40bac280eb3db4faa10edfe396cca3.jpg,skirt,leather,,mini,wrap
66,Valentino,valentino garavani rockstud spike micro quilted leather shoulder bag,900,24-Dec-2020,full/6c687d91a504bef0ff1f8da4e341f6a032f599ac.jpg,bag,leather,,,
67,Valentino,valentino garavani rockstud spike micro quilted leather shoulder bag,900,24-Dec-2020,full/61882710903b45d59d57da3da5c58600942d800a.jpg,bag,leather,,,
68,Molly Goddard,joyce velvet-trimmed shirred taffeta dress,1200,24-Dec-2020,full/608a09b21596a68f0b8342287afd4eabd3d247ea.jpg,dress,velvet,,,shirred
69,Molly Goddard,joyce velvet-trimmed shirred taffeta dress,1200,24-Dec-2020,full/eb7f9e1a313216896d7f80293ab75b2a6082bf47.jpg,dress,velvet,,,shirred
70,Bottega Veneta,silver-tone and leather hoop earrings,400,24-Dec-2020,full/4c425fc1b75ff9a6a527ed7d66aace68a56f3c6b.jpg,ring,leather,,,
71,Bottega Veneta,silver-tone and leather hoop earrings,400,24-Dec-2020,full/e59df62b5853746d222aad5e3befc77b44f88ba4.jpg,ring,leather,,,
72,Alexander McQueen,twist-front ribbed wool top,690,24-Dec-2020,full/de4de52ab08f9815939b2abe9513d36f46cc3716.jpg,top,wool,,,ribbed
73,Alexander McQueen,twist-front ribbed wool top,690,24-Dec-2020,full/e6657ca7f74e21ee52202fd369f5075ee2dda40a.jpg,top,wool,,,ribbed
74,OLE LYNGGAARD COPENHAGEN,shooting stars 18-karat gold multi-stone earring,4450,24-Dec-2020,full/da9ffca1829c040b081b987888a675a15654bec1.jpg,ring,,,,
75,OLE LYNGGAARD COPENHAGEN,shooting stars 18-karat gold multi-stone earring,4450,24-Dec-2020,full/2f7a0a333143603e5e237c5e28ea39e35d1a9754.jpg,ring,,,,
76,Alexander McQueen,two-tone leather peplum biker jacket,3970,24-Dec-2020,full/baea823180fdbe052b852c06aace4586961a11e6.jpg,jacket,leather,two-tone,,
77,Alexander McQueen,two-tone leather peplum biker jacket,3970,24-Dec-2020,full/1ec53f37721f8dbeb2392c2b4ff62fd3628f16f8.jpg,jacket,leather,two-tone,,
78,Paco Rabanne,sparkle paillette-embellished faux leather shoulder bag,940,24-Dec-2020,full/244ce562b5aebb0d722a027eb7f93997c340dcce.jpg,bag,leather,,,embellished
79,Paco Rabanne,sparkle paillette-embellished faux leather shoulder bag,940,24-Dec-2020,full/6a2daaabba75fecc0d251e22f92e368d7289ae1a.jpg,bag,leather,,,embellished
80,Molly Goddard,ally tiered tulle midi dress,600,24-Dec-2020,full/a7117754f8e1e9e83a627ebb4b19953d214f5577.jpg,dress,tulle,,midi,tiered
81,Molly Goddard,ally tiered tulle midi dress,600,24-Dec-2020,full/35f162dd0f3598f3015ad8e91d68e607a2d5033c.jpg,dress,tulle,,midi,tiered
82,Gucci,+ ken scott floral-print silk-twill scarf,140,24-Dec-2020,full/a23665abb55e3965ce85f50c389bc078b06ce908.jpg,scarf,silk,twill,,
83,Gucci,+ ken scott floral-print silk-twill scarf,140,24-Dec-2020,full/361b8a78dd9bdb92caac909b84d76806826d4971.jpg,scarf,silk,twill,,
84,Bottega Veneta,open-knit shirt,940,24-Dec-2020,full/1fabe15a52b9b8f4d7932199627358cf3e506920.jpg,shirt,,,,
85,Bottega Veneta,open-knit shirt,940,24-Dec-2020,full/9b2a253058e5f4fda05cf33e4655451c404ad9d2.jpg,shirt,,,,
86,The Row,leather ballet flats,875,24-Dec-2020,full/4b4d15fb95635be7f53d250d31b7c5f8462a234c.jpg,flats,leather,,,
87,The Row,leather ballet flats,875,24-Dec-2020,full/5aa63f8c85b54eadb88aa890f5d9b9db081d9a01.jpg,flats,leather,,,
88,Khaite,layla paneled cropped high-rise flared jeans,380,24-Dec-2020,full/1e9085e728fa15f3ba28c549be814454a8d1e130.jpg,jeans,,,high-rise,cropped
89,Khaite,layla paneled cropped high-rise flared jeans,380,24-Dec-2020,full/2b0ffc7cfbf87e77b5f1c0a34ed826950409c40c.jpg,jeans,,,high-rise,cropped
90,Alexander McQueen,cropped cashmere sweater,520,24-Dec-2020,full/5bda782e0c7fd060d460904b2fa72fa91ecd9ce9.jpg,sweater,cashmere,,,cropped
91,Alexander McQueen,cropped cashmere sweater,520,24-Dec-2020,full/189b67fb247bc2aaa270913c0bba9ab8390e471c.jpg,sweater,cashmere,,,cropped
92,Gucci,fringed intarsia wool scarf,315,24-Dec-2020,full/38b2dd0865b26bdc8883c50567aa64728e8253e0.jpg,ring,wool,,,fringed
93,Gucci,fringed intarsia wool scarf,315,24-Dec-2020,full/3b76330fbe44a5ea5bf438923db3e999e5cb378d.jpg,ring,wool,,,fringed
94,J Brand,athena belted high-rise tapered jeans,295,24-Dec-2020,full/5e0dec702d65ed19871419b32160c597321681da.jpg,belt,,,high-rise,belted
95,J Brand,athena belted high-rise tapered jeans,295,24-Dec-2020,full/020723960f2e95d4d69cb8deff7d8370e9a593c5.jpg,belt,,,high-rise,belted
96,Valentino,valentino garavani silk-blend jacquard scarf,420,24-Dec-2020,full/e36e1114540df9adfb98b290ee9e29442899cfb4.jpg,scarf,silk-blend,,,jacquard
97,Valentino,valentino garavani silk-blend jacquard scarf,420,24-Dec-2020,full/f09a7f15c47c2631a8cd46455bff4632a19075c2.jpg,scarf,silk-blend,,,jacquard
98,Burberry,reversible corduroy-trimmed printed shell jacket,990,24-Dec-2020,full/8a25dbe6866a4471e07093c29c602a555deed560.jpg,jacket,shell,printed,,
99,Burberry,reversible corduroy-trimmed printed shell jacket,990,24-Dec-2020,full/35dc579252ccf5067bd281c30a15f8ec3c04ab9b.jpg,jacket,shell,printed,,
100,Balenciaga,speed 2.0 stretch-knit high-top sneakers,630,24-Dec-2020,full/7d1b8f129ec59b7aea2fcdd014283c0ec595b984.jpg,sneakers,stretch-knit,,,
101,Balenciaga,speed 2.0 stretch-knit high-top sneakers,630,24-Dec-2020,full/535f0b28d39baa94ba479dec084903649b293f61.jpg,sneakers,stretch-knit,,,
102,Alexander McQueen,wool-blend crepe and corded lace mini dress,2890,24-Dec-2020,full/2fdd18badfdfd3f6ea214f885b85ec3e27178833.jpg,dress,lace,,mini,
103,Alexander McQueen,wool-blend crepe and corded lace mini dress,2890,24-Dec-2020,full/e775b8205ed277c6069901537cf76de08e9d55ad.jpg,dress,lace,,mini,
104,Alexander McQueen,twisted ribbed wool sweater,690,24-Dec-2020,full/12477743ae75c88b0e8d252df5bec0e4ead83148.jpg,sweater,wool,,,ribbed
105,Alexander McQueen,twisted ribbed wool sweater,690,24-Dec-2020,full/57d2e51a372f54f77c9e4d7d70dcb94627146166.jpg,sweater,wool,,,ribbed
106,Zeynep Arcay,one-sleeve leather mini dress,1980,24-Dec-2020,full/d64ad3a81339271c7dc7fc37d2f2270e58770e48.jpg,dress,leather,,mini,
107,Zeynep Arcay,one-sleeve leather mini dress,1980,24-Dec-2020,full/e5c096d18a84f5364e5006d18af999346773eb71.jpg,dress,leather,,mini,
108,Valentino,sequin-embellished polka-dot cotton-poplin shirt,1890,24-Dec-2020,full/483231ad90c28234ade2a25a14f9ad6c1250acd5.jpg,shirt,poplin,polka-dot,,embellished
109,Valentino,sequin-embellished polka-dot cotton-poplin shirt,1890,24-Dec-2020,full/c1080bb2a29ee39fd6730c60f3814c523dbe53ae.jpg,shirt,poplin,polka-dot,,embellished
110,Chloé,darryl small braided textured-leather tote,740,24-Dec-2020,full/8f5d94fd483a5c21a06eb100e3454aed139b476c.jpg,tote,leather,,,
111,Chloé,darryl small braided textured-leather tote,740,24-Dec-2020,full/74d08e1bd5307da2984a2b9ebd06979de97cded4.jpg,tote,leather,,,
112,The Row,woolworth stretch-ponte leggings,380,24-Dec-2020,full/b21e03128371ed81c8bec94ec74edb2df58c0ec8.jpg,leggings,wool,,,
113,The Row,woolworth stretch-ponte leggings,380,24-Dec-2020,full/cd430ae5510ddb39c0de9dda65cca2dbdb0a79a1.jpg,leggings,wool,,,
114,Loewe,oversized embroidered wool cardigan,695,24-Dec-2020,full/f2670db2b5fd11c18db88344d0eef23e6e86d908.jpg,cardigan,wool,,oversized,embroidered
115,Loewe,oversized embroidered wool cardigan,695,24-Dec-2020,full/b8115b77f22375b58e2237f25baafa404b213e21.jpg,cardigan,wool,,oversized,embroidered
116,The Row,leather ballet flats,875,24-Dec-2020,full/0a6277e7c59fc05fa9cadfcd09655ac7b41f1cdd.jpg,flats,leather,,,
117,The Row,leather ballet flats,875,24-Dec-2020,full/a9e1dbffa4cd1c6ed11c27f0746769288eb41ab6.jpg,flats,leather,,,
118,Alexander McQueen,cable-knit wool and cashmere-blend cape,1090,24-Dec-2020,full/fb751c530e1ac70e5ff3eefe9d27b80c9c22b70c.jpg,cap,cable-knit,,,
119,Alexander McQueen,cable-knit wool and cashmere-blend cape,1090,24-Dec-2020,full/ceb9ed03351d39b536dfb305848ae5f36358c693.jpg,cap,cable-knit,,,
